Trade #,Strategy,Entry Time,Exit Time,Side,Entry Price,Exit Price,Position Size,P&L ($),P&L (%),Commission,Duration (hrs),Result
1,HMA_WAE_21_8h,2024-06-22 08:00:00,2024-06-22 16:00:00,Short,$64274.9265,$64294.1410,0.054399,$-4.54,-0.13%,$7.00,8.0,Loss
2,HMA_WAE_21_8h,2024-06-23 00:00:00,2024-06-23 08:00:00,Short,$64383.0624,$64126.0470,0.054270,$10.47,0.30%,$6.96,8.0,Win
3,HMA_WAE_21_8h,2024-06-23 16:00:00,2024-06-24 00:00:00,Short,$63178.4050,$62487.2280,0.055266,$34.75,1.00%,$6.91,8.0,Win
4,HMA_WAE_21_8h,2024-06-24 08:00:00,2024-06-24 16:00:00,Short,$60813.5680,$60323.4466,0.057375,$24.66,0.71%,$6.92,8.0,Win
5,HMA_WAE_21_8h,2024-06-25 00:00:00,2024-06-25 08:00:00,Short,$60654.8174,$61840.9050,0.057485,$-71.74,-2.06%,$7.11,8.0,Loss
6,HMA_WAE_21_8h,2024-06-25 16:00:00,2024-06-26 00:00:00,Short,$61775.1070,$61750.8800,0.056403,$-2.12,-0.06%,$6.97,8.0,Loss
7,HMA_WAE_21_8h,2024-06-26 08:00:00,2024-06-26 16:00:00,Short,$61437.1261,$60895.4225,0.056673,$27.25,0.78%,$6.90,8.0,Win
8,HMA_WAE_21_8h,2024-06-27 00:00:00,2024-06-27 08:00:00,Short,$60763.6130,$61606.7880,0.057262,$-51.81,-1.49%,$7.06,8.0,Loss
9,HMA_WAE_21_8h,2024-06-27 16:00:00,2024-06-28 00:00:00,Short,$61675.6168,$61380.6850,0.056375,$13.17,0.38%,$6.92,8.0,Win
10,HMA_WAE_21_8h,2024-06-28 08:00:00,2024-06-28 16:00:00,Short,$61031.4790,$60458.0539,0.056930,$29.20,0.84%,$6.88,8.0,Win
11,HMA_WAE_21_8h,2024-06-29 00:00:00,2024-06-29 08:00:00,Short,$61021.7739,$61136.5530,0.056900,$-10.01,-0.29%,$6.96,8.0,Loss
12,HMA_WAE_21_8h,2024-06-29 16:00:00,2024-06-30 00:00:00,Short,$60956.1867,$61558.7740,0.056921,$-37.80,-1.09%,$7.01,8.0,Loss
13,HMA_WAE_21_8h,2024-06-30 08:00:00,2024-06-30 16:00:00,Short,$61687.0411,$62803.3960,0.056207,$-66.28,-1.91%,$7.06,8.0,Loss
14,HMA_WAE_21_8h,2024-07-01 00:00:00,2024-07-01 08:00:00,Short,$63246.2011,$63164.4664,0.054783,$1.02,0.03%,$6.92,8.0,Win
15,HMA_WAE_21_8h,2024-07-01 16:00:00,2024-07-02 00:00:00,Short,$62868.5400,$62661.3050,0.055073,$7.96,0.23%,$6.90,8.0,Win
16,HMA_WAE_21_8h,2024-07-02 08:00:00,2024-07-02 16:00:00,Short,$61917.1060,$62166.5377,0.055881,$-17.41,-0.50%,$6.95,8.0,Loss
17,HMA_WAE_21_8h,2024-07-03 00:00:00,2024-07-03 08:00:00,Short,$60839.5750,$60216.3431,0.056830,$32.00,0.93%,$6.84,8.0,Win
18,HMA_WAE_21_8h,2024-07-03 16:00:00,2024-07-04 00:00:00,Short,$60178.4757,$58249.1000,0.057415,$107.43,3.11%,$6.69,8.0,Win
19,HMA_WAE_21_8h,2024-07-04 08:00:00,2024-07-04 16:00:00,Short,$58110.9300,$57078.5350,0.059417,$57.95,1.68%,$6.78,8.0,Win
20,HMA_WAE_21_8h,2024-07-05 00:00:00,2024-07-05 08:00:00,Short,$54387.8425,$56690.3310,0.063440,$-149.67,-4.34%,$7.19,8.0,Loss
21,HMA_WAE_21_8h,2024-07-05 16:00:00,2024-07-06 00:00:00,Short,$56600.4756,$56634.3030,0.060916,$-5.51,-0.16%,$6.90,8.0,Loss
22,HMA_WAE_21_8h,2024-07-06 08:00:00,2024-07-06 16:00:00,Short,$57289.3210,$58259.2451,0.060142,$-61.84,-1.79%,$7.01,8.0,Loss
23,HMA_WAE_21_8h,2024-07-06 16:00:00,2024-07-07 00:00:00,Long,$58259.2451,$57341.3050,0.059099,$-57.64,-1.67%,$6.78,8.0,Loss
24,HMA_WAE_21_8h,2024-07-07 08:00:00,2024-07-07 16:00:00,Short,$56797.0073,$55885.7389,0.059910,$51.25,1.51%,$6.70,8.0,Win
25,HMA_WAE_21_8h,2024-07-08 00:00:00,2024-07-08 08:00:00,Short,$55824.0840,$55789.4008,0.060912,$-1.29,-0.04%,$6.80,8.0,Loss
26,HMA_WAE_21_8h,2024-07-08 16:00:00,2024-07-09 00:00:00,Short,$56686.2627,$57145.3984,0.059944,$-30.95,-0.91%,$6.85,8.0,Loss
27,HMA_WAE_21_8h,2024-07-09 08:00:00,2024-07-09 16:00:00,Short,$57448.2715,$58079.0250,0.059107,$-40.71,-1.20%,$6.87,8.0,Loss
28,HMA_WAE_21_8h,2024-07-10 00:00:00,2024-07-10 08:00:00,Short,$58948.5010,$57728.5398,0.057562,$66.90,1.97%,$6.65,8.0,Win
29,HMA_WAE_21_8h,2024-07-10 16:00:00,2024-07-11 00:00:00,Short,$57696.9871,$58220.5958,0.058770,$-34.19,-1.01%,$6.84,8.0,Loss
30,HMA_WAE_21_8h,2024-07-11 08:00:00,2024-07-11 16:00:00,Short,$57373.3090,$57368.5599,0.059060,$-3.11,-0.09%,$6.78,8.0,Loss
31,HMA_WAE_21_8h,2024-07-12 00:00:00,2024-07-12 08:00:00,Short,$57078.3865,$58243.1070,0.059324,$-72.55,-2.14%,$6.91,8.0,Loss
32,HMA_WAE_21_8h,2024-07-12 16:00:00,2024-07-13 00:00:00,Short,$57860.1554,$58199.4052,0.058481,$-23.24,-0.69%,$6.81,8.0,Loss
33,HMA_WAE_21_8h,2024-07-13 08:00:00,2024-07-13 16:00:00,Short,$58801.2147,$59233.6220,0.057505,$-28.27,-0.84%,$6.81,8.0,Loss
34,HMA_WAE_21_8h,2024-07-14 00:00:00,2024-07-14 08:00:00,Short,$60031.9790,$60114.0420,0.056286,$-8.00,-0.24%,$6.77,8.0,Loss
35,HMA_WAE_21_8h,2024-07-14 16:00:00,2024-07-15 00:00:00,Short,$60767.5110,$62871.5401,0.055566,$-120.41,-3.57%,$6.99,8.0,Loss
36,HMA_WAE_21_8h,2024-07-15 08:00:00,2024-07-15 16:00:00,Short,$62994.4870,$64756.5021,0.053563,$-97.85,-2.90%,$6.94,8.0,Loss
37,HMA_WAE_21_8h,2024-07-16 00:00:00,2024-07-16 08:00:00,Short,$62863.5625,$64910.6791,0.053637,$-113.28,-3.36%,$6.96,8.0,Loss
38,HMA_WAE_21_8h,2024-07-16 16:00:00,2024-07-17 00:00:00,Short,$65011.4680,$65290.6290,0.051828,$-17.85,-0.53%,$6.77,8.0,Loss
39,HMA_WAE_21_8h,2024-07-17 08:00:00,2024-07-17 16:00:00,Short,$64691.6480,$64120.0340,0.052048,$26.41,0.78%,$6.67,8.0,Win
40,HMA_WAE_21_8h,2024-07-18 00:00:00,2024-07-18 08:00:00,Short,$64635.6660,$63569.8891,0.052056,$52.17,1.55%,$6.62,8.0,Win
41,HMA_WAE_21_8h,2024-07-18 16:00:00,2024-07-19 00:00:00,Short,$63955.9260,$63725.8570,0.052573,$8.75,0.26%,$6.70,8.0,Win
42,HMA_WAE_21_8h,2024-07-19 08:00:00,2024-07-19 16:00:00,Short,$65803.8516,$66693.3300,0.051061,$-48.82,-1.45%,$6.81,8.0,Loss
43,HMA_WAE_21_8h,2024-07-20 00:00:00,2024-07-20 08:00:00,Short,$66528.9989,$66858.4125,0.050469,$-20.00,-0.60%,$6.75,8.0,Loss
44,HMA_WAE_21_8h,2024-07-20 16:00:00,2024-07-21 00:00:00,Short,$67106.3900,$66735.3410,0.050000,$15.22,0.45%,$6.67,8.0,Win
45,HMA_WAE_21_8h,2024-07-21 08:00:00,2024-07-21 16:00:00,Short,$67130.4180,$68199.4227,0.049947,$-56.80,-1.69%,$6.81,8.0,Loss
46,HMA_WAE_21_8h,2024-07-22 00:00:00,2024-07-22 08:00:00,Short,$67202.3820,$67097.4019,0.049858,$1.89,0.06%,$6.69,8.0,Win
47,HMA_WAE_21_8h,2024-07-22 16:00:00,2024-07-23 00:00:00,Short,$67498.2440,$66609.2880,0.049605,$40.79,1.22%,$6.61,8.0,Win
48,HMA_WAE_21_8h,2024-07-23 08:00:00,2024-07-23 16:00:00,Short,$66550.7180,$65968.9780,0.050276,$25.93,0.78%,$6.63,8.0,Win
49,HMA_WAE_21_8h,2024-07-24 00:00:00,2024-07-24 08:00:00,Short,$66044.9610,$66209.0880,0.050626,$-11.66,-0.35%,$6.70,8.0,Loss
50,HMA_WAE_21_8h,2024-07-24 16:00:00,2024-07-25 00:00:00,Short,$65343.3120,$64166.0670,0.051134,$56.92,1.70%,$6.56,8.0,Win
51,HMA_WAE_21_8h,2024-07-25 08:00:00,2024-07-25 16:00:00,Short,$64758.4846,$65832.8500,0.051560,$-58.79,-1.76%,$6.79,8.0,Loss
52,HMA_WAE_21_8h,2024-07-26 00:00:00,2024-07-26 08:00:00,Short,$66857.1147,$67593.7900,0.049906,$-40.14,-1.20%,$6.75,8.0,Loss
53,HMA_WAE_21_8h,2024-07-26 08:00:00,2024-07-26 16:00:00,Long,$67593.7900,$67874.0360,0.049327,$10.48,0.31%,$6.70,8.0,Win
54,HMA_WAE_21_8h,2024-07-27 00:00:00,2024-07-27 08:00:00,Short,$68002.6617,$68878.4220,0.049139,$-46.42,-1.39%,$6.77,8.0,Loss
55,HMA_WAE_21_8h,2024-07-27 16:00:00,2024-07-28 00:00:00,Short,$67862.5517,$67594.6404,0.049205,$9.86,0.30%,$6.65,8.0,Win
56,HMA_WAE_21_8h,2024-07-28 08:00:00,2024-07-28 16:00:00,Short,$67611.1775,$68284.0049,0.049354,$-36.58,-1.10%,$6.74,8.0,Loss
57,HMA_WAE_21_8h,2024-07-29 00:00:00,2024-07-29 08:00:00,Short,$69493.2460,$68138.0520,0.047983,$61.76,1.85%,$6.54,8.0,Win
58,HMA_WAE_21_8h,2024-07-29 16:00:00,2024-07-30 00:00:00,Short,$66751.2977,$66985.4760,0.049920,$-15.03,-0.45%,$6.69,8.0,Loss
59,HMA_WAE_21_8h,2024-07-30 08:00:00,2024-07-30 16:00:00,Short,$66182.9020,$66221.0940,0.050313,$-5.25,-0.16%,$6.66,8.0,Loss
60,HMA_WAE_21_8h,2024-07-31 00:00:00,2024-07-31 08:00:00,Short,$66190.8880,$66413.1800,0.050272,$-14.51,-0.44%,$6.68,8.0,Loss
61,HMA_WAE_21_8h,2024-07-31 16:00:00,2024-08-01 00:00:00,Short,$64595.6860,$64360.7543,0.051477,$8.78,0.26%,$6.63,8.0,Win
62,HMA_WAE_21_8h,2024-08-01 08:00:00,2024-08-01 16:00:00,Short,$62875.1467,$65386.6970,0.052849,$-136.19,-4.10%,$6.91,8.0,Loss
63,HMA_WAE_21_8h,2024-08-02 00:00:00,2024-08-02 08:00:00,Short,$64131.9880,$63447.7180,0.051776,$32.14,0.97%,$6.57,8.0,Win
64,HMA_WAE_21_8h,2024-08-02 16:00:00,2024-08-03 00:00:00,Short,$61467.5808,$61692.8410,0.053983,$-15.49,-0.47%,$6.66,8.0,Loss
65,HMA_WAE_21_8h,2024-08-03 08:00:00,2024-08-03 16:00:00,Short,$60848.5605,$60728.3390,0.054494,$3.24,0.10%,$6.62,8.0,Win
66,HMA_WAE_21_8h,2024-08-04 00:00:00,2024-08-04 08:00:00,Short,$60343.8030,$59115.5530,0.054912,$64.20,1.94%,$6.49,8.0,Win
67,HMA_WAE_21_8h,2024-08-04 16:00:00,2024-08-05 00:00:00,Short,$58131.9195,$52700.5271,0.056961,$306.38,9.25%,$6.00,8.0,Win
68,HMA_WAE_21_8h,2024-08-05 08:00:00,2024-08-05 16:00:00,Short,$54293.9295,$54045.8194,0.060947,$11.83,0.36%,$6.59,8.0,Win
69,HMA_WAE_21_8h,2024-08-06 00:00:00,2024-08-06 08:00:00,Short,$55971.9900,$56434.1930,0.059079,$-30.64,-0.93%,$6.67,8.0,Loss
70,HMA_WAE_21_8h,2024-08-06 16:00:00,2024-08-07 00:00:00,Short,$55993.9990,$56949.3705,0.059014,$-59.74,-1.81%,$6.72,8.0,Loss
71,HMA_WAE_21_8h,2024-08-07 08:00:00,2024-08-07 16:00:00,Short,$56066.4528,$55161.7271,0.058896,$50.04,1.52%,$6.50,8.0,Win
72,HMA_WAE_21_8h,2024-08-08 00:00:00,2024-08-08 08:00:00,Short,$57164.8933,$59457.7440,0.057724,$-135.79,-4.11%,$6.86,8.0,Loss
73,HMA_WAE_21_8h,2024-08-08 16:00:00,2024-08-09 00:00:00,Short,$61655.1470,$60894.0018,0.053482,$37.45,1.14%,$6.51,8.0,Win
74,HMA_WAE_21_8h,2024-08-09 08:00:00,2024-08-09 16:00:00,Short,$59780.3249,$60868.4090,0.055121,$-63.33,-1.92%,$6.71,8.0,Loss
75,HMA_WAE_21_8h,2024-08-10 00:00:00,2024-08-10 08:00:00,Short,$60811.5790,$60546.1479,0.054148,$11.09,0.34%,$6.56,8.0,Win
76,HMA_WAE_21_8h,2024-08-10 16:00:00,2024-08-11 00:00:00,Short,$60893.0482,$61287.6285,0.054038,$-24.63,-0.75%,$6.62,8.0,Loss
77,HMA_WAE_21_8h,2024-08-11 08:00:00,2024-08-11 16:00:00,Short,$60097.2264,$58741.9463,0.054715,$70.94,2.16%,$6.43,8.0,Win
78,HMA_WAE_21_8h,2024-08-12 00:00:00,2024-08-12 08:00:00,Short,$58645.2727,$60237.4737,0.056031,$-92.59,-2.82%,$6.75,8.0,Loss
79,HMA_WAE_21_8h,2024-08-12 16:00:00,2024-08-13 00:00:00,Short,$59316.9667,$59267.6690,0.055357,$-0.55,-0.02%,$6.56,8.0,Loss
80,HMA_WAE_21_8h,2024-08-13 08:00:00,2024-08-13 16:00:00,Short,$59442.5239,$60617.4436,0.055202,$-68.20,-2.08%,$6.69,8.0,Loss
81,HMA_WAE_21_8h,2024-08-14 00:00:00,2024-08-14 08:00:00,Short,$60883.5630,$59465.4078,0.053857,$73.17,2.23%,$6.41,8.0,Win
82,HMA_WAE_21_8h,2024-08-14 16:00:00,2024-08-15 00:00:00,Short,$58654.0483,$58089.4002,0.055866,$28.30,0.86%,$6.49,8.0,Win
83,HMA_WAE_21_8h,2024-08-15 08:00:00,2024-08-15 16:00:00,Short,$59652.9986,$57569.8305,0.054892,$111.19,3.40%,$6.32,8.0,Win
84,HMA_WAE_21_8h,2024-08-16 00:00:00,2024-08-16 08:00:00,Short,$58427.7615,$58100.0955,0.056004,$15.10,0.46%,$6.51,8.0,Win
85,HMA_WAE_21_8h,2024-08-16 16:00:00,2024-08-17 00:00:00,Short,$58845.1627,$59277.6240,0.055568,$-27.33,-0.84%,$6.59,8.0,Loss
86,HMA_WAE_21_8h,2024-08-17 08:00:00,2024-08-17 16:00:00,Long,$59417.8041,$59462.2440,0.054994,$-0.83,-0.03%,$6.54,8.0,Loss
87,HMA_WAE_21_8h,2024-08-18 00:00:00,2024-08-18 08:00:00,Short,$59543.6033,$59893.9220,0.054868,$-22.51,-0.69%,$6.57,8.0,Loss
88,HMA_WAE_21_8h,2024-08-18 16:00:00,2024-08-19 00:00:00,Short,$58398.1363,$58531.4411,0.055905,$-10.72,-0.33%,$6.54,8.0,Loss
89,HMA_WAE_21_8h,2024-08-19 08:00:00,2024-08-19 16:00:00,Short,$58509.9704,$59468.2192,0.055759,$-56.75,-1.74%,$6.63,8.0,Loss
90,HMA_WAE_21_8h,2024-08-20 00:00:00,2024-08-20 08:00:00,Short,$60893.8678,$58854.9428,0.053539,$106.01,3.25%,$6.30,8.0,Win
91,HMA_WAE_21_8h,2024-08-20 16:00:00,2024-08-21 00:00:00,Short,$58984.2931,$59741.8560,0.055234,$-45.14,-1.39%,$6.60,8.0,Loss
92,HMA_WAE_21_8h,2024-08-21 08:00:00,2024-08-21 16:00:00,Short,$59482.0441,$61186.6080,0.054733,$-96.64,-2.97%,$6.70,8.0,Loss
93,HMA_WAE_21_8h,2024-08-22 00:00:00,2024-08-22 08:00:00,Short,$60953.8178,$60437.6037,0.053374,$24.33,0.75%,$6.45,8.0,Win
94,HMA_WAE_21_8h,2024-08-22 16:00:00,2024-08-23 00:00:00,Short,$60345.6521,$61099.8046,0.053874,$-43.92,-1.35%,$6.58,8.0,Loss
95,HMA_WAE_21_8h,2024-08-23 08:00:00,2024-08-23 16:00:00,Short,$61502.2835,$64069.2586,0.052824,$-138.98,-4.28%,$6.77,8.0,Loss
96,HMA_WAE_21_8h,2024-08-24 00:00:00,2024-08-24 08:00:00,Short,$64282.8425,$64007.9880,0.050503,$10.65,0.33%,$6.47,8.0,Win
97,HMA_WAE_21_8h,2024-08-24 16:00:00,2024-08-25 00:00:00,Short,$64124.9315,$63900.1941,0.050592,$8.14,0.25%,$6.47,8.0,Win
98,HMA_WAE_21_8h,2024-08-25 08:00:00,2024-08-25 16:00:00,Short,$64100.0939,$64252.1100,0.050576,$-10.94,-0.34%,$6.50,8.0,Loss
99,HMA_WAE_21_8h,2024-08-26 00:00:00,2024-08-26 08:00:00,Short,$63595.1965,$63564.2963,0.050942,$-1.66,-0.05%,$6.48,8.0,Loss
100,HMA_WAE_21_8h,2024-08-26 16:00:00,2024-08-27 00:00:00,Short,$62802.5830,$62933.7612,0.051548,$-10.01,-0.31%,$6.49,8.0,Loss
101,HMA_WAE_21_8h,2024-08-27 08:00:00,2024-08-27 16:00:00,Short,$61678.2754,$59444.7075,0.052451,$114.04,3.52%,$6.24,8.0,Win
102,HMA_WAE_21_8h,2024-08-28 00:00:00,2024-08-28 08:00:00,Short,$58571.6795,$59029.5000,0.055195,$-28.53,-0.88%,$6.52,8.0,Loss
